parents_pretentious,parents_usual,has_nurs_improper,has_nurs_less_proper,has_nurs_proper,has_nurs_very_crit,form_completed,form_foster,form_incomplete,children_2,children_3,children_more,housing_critical,housing_less_conv,finance_inconv,social_problematic,social_slightly_prob,health_priority,health_recommended,class
False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,False,True,1
True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,4
False,False,False,False,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,0
False,False,False,False,False,True,True,False,False,False,False,False,False,True,True,False,True,False,False,0
False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,True,False,3
False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,3
False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,True,False,1
False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,3
False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,1
True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,True,False,False,False,0
False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,3
False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,3
True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,True,False,True,False,1
False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,True,3
True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1
False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,True,False,False,False,0
False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,1
False,True,False,False,False,True,False,False,True,True,False,False,False,True,True,True,False,False,False,0
False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True,1
True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,3
False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,True,3
False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,1
False,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,True,3
False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,True,False,1
False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,3
False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,3
False,True,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,4
False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,3
False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,0
False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,1
False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,True,False,3
False,False,False,False,True,False,False,True,False,True,False,False,False,True,True,True,False,True,False,3
False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,True,False,1
True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0
False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,3
True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,3
False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,True,3
True,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,False,False,False,0
False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,3
False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,3
False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,3
False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,0
False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,4
False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,0
False,True,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,0
False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1
True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,0
True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,1
True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,3
False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,0
False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True,False,1
False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,1
False,True,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,0
False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,0
False,False,True,False,False,False,True,False,False,False,False,True,True,False,True,True,False,False,False,0
False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,1
True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,3
True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,0
False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,True,3
True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,3
False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,1
True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,True,False,True,3
True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,True,1
False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,3
False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,3
False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0
False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,4
False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,3
True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,1
True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,False,0
True,False,False,True,False,False,False,False,True,True,False,False,True,False,True,False,True,True,False,1
False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,True,1
False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,3
True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,3
True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,1
False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,3
False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,0
False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,1
False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,1
True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,0
False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,1
False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0
False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,0
True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,1
False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,0
False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,1
False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,3
False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,3
False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,True,1
False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0
False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,3
False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False,3
False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,3
True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,1
False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,True,1
False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1
True,False,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,True,1
False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,1
True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,1
False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,3
True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,1
True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,4
False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,1
True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0
False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,0
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,3
True,False,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False,False,True,3
False,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,1
False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,True,3
True,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,0
False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,0
False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,3
False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,3
True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,0
False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,3
False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,0
False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,3
True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,0
True,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,True,3
False,True,False,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,True,3
False,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False,3
False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,3
False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0
True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,0
True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False,1
False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,0
True,False,True,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,3
False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,0
True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,False,False,0
False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,0
False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,True,False,3
False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,3
False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,4
False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,3
True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,0
True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,3
False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,0
False,True,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,0
False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,0
False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,False,True,1
True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,1
False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,1
True,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,3
True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,3
False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,0
False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,0
True,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,False,True,3
False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,0
False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,True,False,False,True,3
False,True,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,1
False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,True,1
False,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0
False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,4
False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,1
False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0
False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,3
False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,0
False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,True,False,3
False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,3
False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,0
True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,3
False,True,False,False,True,False,False,False,False,False,True,False,False,True,True,True,False,True,False,1
False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,4
True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,1
False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,0
True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,1
False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,3
False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,0
True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,1
False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,1
True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0
True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False,True,False,False,0
True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0
False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,1
True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,0
False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True,3
True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,True,1
False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,1
False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1
False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,True,1
False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,3
False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,1
False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,0
False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,1
False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,3
False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False,True,False,3
True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,0
False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,1
False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False,0
False,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,0
False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,1
False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,3
False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,True,False,False,False,0
False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,3
False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,0
False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,1
True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,1
False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,0
True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,1
False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,True,3
True,False,False,False,True,False,False,True,False,False,False,False,False,True,True,True,False,False,False,0
True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,True,False,3
False,True,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,1
True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0
False,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,True,4
False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,True,False,True,False,1
False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,0
True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,3
False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,False,False,False,0
False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,1
True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,3
False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,True,False,True,False,3
True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,0
False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,3
False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,3
False,False,False,True,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,3
False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,True,False,3
False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,1
True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,1
False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,3
False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0
True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1
False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,False,False,0
False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,1
False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,3
False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,1
True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,3
True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,3
False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True,1
False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,0
True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,1
False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,1
False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,0
False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,1
False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,True,4
False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,True,False,True,3
True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,False,False,True,1
False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,0
True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,True,False,3
False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,1
True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,1
False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,True,False,False,False,0
False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,3
True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,True,False,3
True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,3
False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,3
False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,1
True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,0
True,False,False,False,False,True,False,True,False,True,False,False,True,False,True,True,False,False,True,3
False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,3
False,True,False,False,False,True,True,False,False,True,False,False,False,True,True,True,False,False,True,3
False,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,True,False,1
True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,1
True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,True,1
False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,3
False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,False,True,True,False,3
False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,3
True,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,False,0
True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,0
False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,1
True,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,False,1
False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,3
True,False,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,3
False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,0
False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,1
False,False,False,True,False,False,False,False,True,False,False,True,True,False,True,True,False,False,True,3
False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,0
False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,3
True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,1
False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,1
True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,4
False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,False,3
False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,1
False,True,True,False,False,False,False,True,False,False,False,True,False,True,True,True,False,False,False,0
False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,True,1
False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False,False,0
False,True,False,False,True,False,False,True,False,False,False,False,False,True,True,False,True,True,False,1
False,False,False,True,False,False,True,False,False,False,False,True,False,True,True,True,False,False,True,3
False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,True,False,3
False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,3
False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,1
False,False,False,False,True,False,True,False,False,True,False,False,False,True,True,False,True,True,False,1
False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,0
True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,1
False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,True,3
True,False,False,False,True,False,False,False,True,True,False,False,False,True,False,True,False,True,False,1
False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0
True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,3
False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0
False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,3
True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,1
True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,0
False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,1
True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,3
True,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False,0
True,False,False,False,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,1
False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,3
False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,3
False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,0
False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,0
True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,True,False,1
False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True,1
False,True,False,True,False,False,True,False,False,False,False,True,False,True,True,False,True,True,False,1
True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,1
False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,1
True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,1
True,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False,True,3
False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,1
True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,1
False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,0
False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,1
False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,1
False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,0
True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,True,False,True,False,3
False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,True,False,True,False,3
False,True,False,True,False,False,False,False,True,True,False,False,False,True,True,False,True,False,True,1
True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,0
False,False,True,False,False,False,False,False,True,False,False,True,True,False,True,True,False,True,False,3
False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,3
False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,3
True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,True,4
True,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,3
False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,1
True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,True,False,False,False,0
False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,0
False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0
False,True,False,False,True,False,False,False,True,False,False,False,False,True,True,True,False,False,True,1
False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,3
False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,0
False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,True,False,1
True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,0
False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,0
False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0
False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,3
True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0
False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,1
False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,True,False,3
True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,0
True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,3
False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,1
False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,0
False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,1
False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,3
